Division Name,School Name,percentage_disadvantaged,percentage_english_learners,percentage_foster_care,percentage_male,percentage_homeless,percentage_military,Race,Percentage
Accomack County,Accawmacke Elementary,0.4852941176470588,0.2642487046632124,0.0024509803921568,0.5049019607843137,0.0931372549019607,0.0024509803921568,"Black, White, Hispanic, Non-Hispanic, Asian","0.4460784314, 0.2794117647, 0.2426470588, 0.017156862749999998, 0.01470588235"
Accomack County,Arcadia High,0.3828238719068413,0.1389728096676737,0.0014556040756914,0.529839883551674,0.024745269286754,0.0058224163027656,"Black, Hispanic, White, Asian, Non-Hispanic","0.3697234352, 0.31586608439999997, 0.2954876274, 0.01164483261, 0.00727802038"
Accomack County,Arcadia Middle,0.4826325411334552,0.1860465116279069,0.0,0.4789762340036563,0.0,0.0054844606946983,"Black, Hispanic, White, Non-Hispanic, Asian, American Indian or Alaska Native","0.3638025594, 0.3217550274, 0.28519195610000003, 0.02376599634, 0.00365630713, 0.00182815356"
Accomack County,Chincoteague Elementary,0.2566371681415929,0.0,0.0,0.5398230088495575,0.0619469026548672,0.1150442477876106,"White, Black, Hispanic, Non-Hispanic","0.7522123894, 0.1327433628, 0.06194690265, 0.05309734513"
Accomack County,Chincoteague High,0.2969924812030075,0.0,0.0,0.518796992481203,0.0,0.0300751879699248,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native, Asian","0.8157894737, 0.1203007519, 0.03007518797, 0.02631578947, 0.0037593985000000003, 0.0037593985000000003"
Accomack County,Kegotank Elementary,0.4821052631578947,0.2124463519313304,0.0,0.5178947368421053,0.0336842105263157,0.0021052631578947,"Black, White, Hispanic, American Indian or Alaska Native, Non-Hispanic, Asian","0.38736842109999997, 0.3410526316, 0.25473684209999997, 0.0063157894699999995, 0.0063157894699999995, 0.00421052632"
Accomack County,Metompkin Elementary,0.3315412186379928,0.3909774436090225,0.0017921146953405,0.5053763440860215,0.021505376344086,0.0,"Black, Hispanic, White, Non-Hispanic","0.39964157710000003, 0.36917562719999997, 0.2007168459, 0.030465949819999998"
Accomack County,Nandua High,0.4003067484662577,0.0644122383252818,0.0030674846625766,0.5383435582822086,0.0291411042944785,0.004601226993865,"Black, White, Hispanic, Asian, Non-Hispanic","0.4003067485, 0.37116564420000003, 0.20705521470000002, 0.01380368098, 0.007668711660000001"
Accomack County,Nandua Middle,0.6043956043956044,0.0973684210526315,0.0021978021978021,0.5252747252747253,0.0527472527472527,0.0043956043956043,"Black, White, Hispanic, Asian, Non-Hispanic, Native Hawaiian  or Pacific Islander","0.44395604400000005, 0.3142857143, 0.2197802198, 0.01098901099, 0.006593406590000001, 0.0043956044"
Accomack County,Pungoteague Elementary,0.4793577981651376,0.1317647058823529,0.0,0.5389908256880734,0.0688073394495412,0.0068807339449541,"Black, White, Hispanic, Non-Hispanic, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.4403669725, 0.369266055, 0.1720183486, 0.01376146789, 0.00229357798, 0.00229357798"
Accomack County,Tangier Combined,0.2857142857142857,0.0,0.0,0.5476190476190477,0.0,0.0,White,1.0
Albemarle County,Agnor-Hurt Elementary,0.4978070175438596,0.2410714285714285,0.0,0.5362637362637362,0.0,0.0263157894736842,"White, Hispanic, Black, Non-Hispanic, Asian","0.326754386, 0.2828947368, 0.2171052632, 0.1030701754, 0.0701754386"
Albemarle County,Albemarle High,1.0,1.0,1.0,0.5133159268929504,1.0,1.0,"White, Hispanic, Black, Asian, Non-Hispanic, American Indian or Alaska Native","0.5294731351, 0.16849243609999998, 0.16118935839999998, 0.07876890975, 0.06051121544, 0.00156494523"
Albemarle County,Baker-Butler Elem,0.2375366568914956,0.1199400299850075,0.001466275659824,0.4868035190615836,0.0,0.1026392961876832,"White, Hispanic, Black, Non-Hispanic, Asian, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.5498533724, 0.1568914956, 0.10410557179999999, 0.09970674487, 0.08504398827, 0.00293255132, 0.00146627566"
Albemarle County,Broadus Wood Elementary,0.166023166023166,0.0,0.0,0.4864864864864865,0.0,0.0694980694980695,"White, Hispanic, Non-Hispanic, Black, Asian","0.8416988417, 0.07722007722, 0.04633204633, 0.027027027029999998, 0.00772200772"
Albemarle County,Brownsville Elementary,0.1309523809523809,0.0,0.0,0.5224867724867724,0.0,0.041005291005291,"White, Non-Hispanic, Asian, Hispanic, Black, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.8148148148, 0.06216931217, 0.052910052910000005, 0.04365079365, 0.02380952381, 0.0013227513199999999, 0.0013227513199999999"
Albemarle County,Community Lab School,0.0,0.0,0.0051546391752577,0.4587628865979381,0.0,0.0309278350515463,"White, Hispanic, Non-Hispanic, Asian, Black, American Indian or Alaska Native","0.7216494845, 0.11855670099999999, 0.0824742268, 0.03608247423, 0.03608247423, 0.00515463918"
Albemarle County,Crozet Elementary,0.1815384615384615,0.0,0.0,0.5323076923076923,0.0,0.0369230769230769,"White, Hispanic, Non-Hispanic, Asian, Black, Native Hawaiian  or Pacific Islander","0.84, 0.08923076923, 0.03692307692, 0.02153846154, 0.00923076923, 0.00307692308"
Albemarle County,Hollymead Elementary,0.1228070175438596,0.050595238095238,0.0029239766081871,0.5175438596491229,0.0,0.1140350877192982,"White, Asian, Non-Hispanic, Hispanic, Black, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.5994152047, 0.17543859650000002, 0.1081871345, 0.05847953215999999, 0.05263157895, 0.0029239766099999997, 0.0029239766099999997"
Albemarle County,Jack Jouett Middle,0.446685878962536,0.1538461538461538,0.0014409221902017,0.5238095238095238,0.0,0.0201729106628242,"White, Hispanic, Black, Non-Hispanic, Asian, American Indian or Alaska Native","0.4106628242, 0.24351585010000001, 0.2190201729, 0.07780979827000001, 0.04610951009, 0.00288184438"
Albemarle County,Jackson P. Burley Middle,0.3866666666666666,0.0912476722532588,0.0016666666666666,0.5083333333333333,0.0,0.0133333333333333,"White, Hispanic, Black, Non-Hispanic, Asian, Native Hawaiian  or Pacific Islander","0.4433333333, 0.2483333333, 0.205, 0.056666666670000004, 0.045, 0.00166666667"
Albemarle County,Joseph T. Henley Middle,0.1389548693586698,0.0119904076738609,0.0,0.505938242280285,0.0,0.0285035629453681,"White, Hispanic, Non-Hispanic, Asian, Black, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.8277909739, 0.05819477435, 0.046318289789999995, 0.040380047509999996, 0.022565320670000003, 0.0023752969099999997, 0.0023752969099999997"
Albemarle County,Lakeside Middle,0.1916058394160583,0.0328185328185328,0.0,0.47992700729927,0.0,0.0565693430656934,"White, Hispanic, Asian, Non-Hispanic, Black, American Indian or Alaska Native","0.6405109489, 0.10766423359999999, 0.1003649635, 0.08576642336000001, 0.06386861314, 0.00182481752"
Albemarle County,Leslie H. Walton Middle,0.3202416918429003,0.0,0.0060422960725075,0.5075987841945289,0.0,0.0120845921450151,"White, Black, Hispanic, Non-Hispanic, Asian","0.749244713, 0.09063444109, 0.09063444109, 0.05740181269, 0.01208459215"
Albemarle County,Mary Carr Greer Elementary,0.5363825363825364,0.3248945147679324,0.0,0.4906444906444906,0.0,0.0124740124740124,"Hispanic, Black, White, Non-Hispanic, Asian, American Indian or Alaska Native","0.340956341, 0.2661122661, 0.2474012474, 0.07692307692, 0.06652806653, 0.00207900208"
Albemarle County,Meriwether Lewis Elementary,0.0716510903426791,0.0,0.0031152647975077,0.5825545171339563,0.0,0.0218068535825545,"White, Hispanic, Non-Hispanic, Asian","0.8785046729, 0.06853582555, 0.03426791277, 0.01869158879"
Albemarle County,Monticello High,0.310655737704918,1.0,1.0,0.4991803278688524,,1.0,"White, Hispanic, Black, Non-Hispanic, Asian, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.6180327869, 0.168852459, 0.11147540980000001, 0.07131147540999999, 0.027868852460000003, 0.0016393442599999999, 0.0008196721299999999"
Albemarle County,Mountain View Elementary,0.3803009575923393,0.1731301939058172,0.0,0.5376196990424077,0.0,0.0109439124487004,"White, Hispanic, Black, Non-Hispanic, Asian, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.4418604651, 0.3023255814, 0.146374829, 0.07387140903, 0.03283173735, 0.00136798906, 0.00136798906"
Albemarle County,Red Hill Elementary,0.4338624338624338,0.0,0.0,0.5238095238095238,0.0,0.0052910052910052,"White, Hispanic, Non-Hispanic, Black, Asian","0.6931216931, 0.15873015869999998, 0.08994708995, 0.052910052910000005, 0.00529100529"
Albemarle County,Scottsville Elementary,0.4583333333333333,0.0,0.0046296296296296,0.5277777777777778,0.0,0.0138888888888888,"White, Black, Hispanic, Non-Hispanic","0.7083333333, 0.12962962960000002, 0.08796296296, 0.07407407407"
Albemarle County,Stone Robinson Elementary,0.2468085106382978,0.0556745182012847,0.0063829787234042,0.4776119402985074,0.0,0.0212765957446808,"White, Non-Hispanic, Hispanic, Black, Asian","0.6, 0.11914893620000001, 0.1170212766, 0.1063829787, 0.05744680851"
Albemarle County,Stony Point Elementary,0.2925531914893617,0.0,0.0,0.5053191489361702,0.0,0.0372340425531914,"White, Black, Non-Hispanic, Hispanic, Asian","0.6010638298, 0.1808510638, 0.09574468085, 0.08510638298, 0.03723404255"
Albemarle County,Virginia L. Murray Elementary,0.0895522388059701,0.0,0.003731343283582,0.5,0.0,0.0223880597014925,"White, Non-Hispanic, Asian, Black, Hispanic, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.723880597, 0.08955223881, 0.07835820896000001, 0.04850746269, 0.04850746269, 0.00746268657, 0.00373134328"
Albemarle County,Western Albemarle High,1.0,,1.0,0.5375972342264477,,1.0,"White, Hispanic, Asian, Non-Hispanic, Black, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.85306828, 0.05963699222, 0.0345721694, 0.03370786517, 0.01555747623, 0.00259291271, 0.0008643042400000001"
Albemarle County,Woodbrook Elementary,0.5355871886120996,0.2206148282097649,0.0017793594306049,0.49644128113879,0.0,0.0249110320284697,"Black, White, Hispanic, Asian, Non-Hispanic","0.3380782918, 0.2526690391, 0.24911032030000002, 0.09074733096, 0.06939501779"
Alexandria City,Alexandria City High,,,1.0,,1.0,1.0,"Hispanic, Black, White, Asian, Non-Hispanic, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.41458427989999996, 0.26397092229999997, 0.2485233985, 0.044979554750000005, 0.024079963649999998, 0.00227169468, 0.00159018628"
Alexandria City,Charles Barrett Elementary,0.3672727272727272,0.3222836095764272,0.0,0.5618181818181818,0.0,0.0018181818181818,"White, Hispanic, Black, Non-Hispanic, Asian, Native Hawaiian  or Pacific Islander","0.4345454545, 0.4072727273, 0.08, 0.05636363636, 0.01636363636, 0.00545454545"
Alexandria City,Cora Kelly School for Math Science and Technology,0.6366906474820144,0.5606060606060606,0.0,0.5251798561151079,0.0,0.0035971223021582,"Hispanic, Black, White, Asian, Non-Hispanic, Native Hawaiian  or Pacific Islander","0.6510791367000001, 0.1618705036, 0.13309352519999998, 0.03237410072, 0.01798561151, 0.0035971223"
Alexandria City,Douglas Macarthur Elementary,0.3809523809523809,0.22,0.0035273368606701,0.5608465608465608,0.0,0.0035273368606701,"White, Hispanic, Black, Non-Hispanic, Asian, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.4391534392, 0.2698412698, 0.1940035273, 0.05114638448, 0.0405643739, 0.00352733686, 0.00176366843"
Alexandria City,Early Childhood Center,0.5754189944134078,0.0,0.0,0.5642458100558659,0.0,0.0,,
Alexandria City,Ferdinand T. Day Elementary,0.7364746945898778,0.7504690431519699,0.0,0.5287958115183246,0.0,0.0,"Hispanic, Black, White, Asian, Non-Hispanic, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.4083769634, 0.33682373470000004, 0.1570680628, 0.07504363002, 0.01745200698, 0.0034904014, 0.0017452007"
Alexandria City,Francis C. Hammond Middle,0.0,0.4429906542056074,,0.514747191011236,1.0,1.0,"Hispanic, Black, White, Asian, Non-Hispanic, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.4297752809, 0.32654494380000004, 0.1390449438, 0.08216292135, 0.01966292135, 0.00210674157, 0.00070224719"
Alexandria City,George Mason Elementary,0.3371757925072046,0.3108504398826979,0.0,0.5302593659942363,0.0,0.0,"White, Hispanic, Black, Non-Hispanic, Asian","0.5389048991, 0.3573487032, 0.04322766571, 0.03458213256, 0.025936599419999998"
Alexandria City,George Washington Middle,0.4906703524533518,0.2436837815810921,1.0,0.4961937716262976,,1.0,"Hispanic, White, Black, Non-Hispanic, Asian, American Indian or Alaska Native","0.39115411199999994, 0.3773324119, 0.17277125089999998, 0.04353835522, 0.01451278507, 0.000691085"
Alexandria City,James K. Polk Elementary,0.618229854689564,0.5690376569037657,0.0,0.5019815059445178,0.0,0.0066050198150594,"Hispanic, Black, White, Asian, Non-Hispanic","0.35667107000000003, 0.2998678996, 0.21136063409999997, 0.09907529723, 0.03302509908"
Alexandria City,Jefferson-Houston PK-8 School,0.6180124223602484,0.1828859060402684,0.0,0.5248447204968945,0.015527950310559,0.0124223602484472,"Black, Hispanic, White, Non-Hispanic, Asian, Native Hawaiian  or Pacific Islander","0.5, 0.2142857143, 0.201863354, 0.04347826086999999, 0.03571428571, 0.00465838509"
Alexandria City,John Adams Elementary,0.7134587554269175,0.5984962406015037,0.0,0.5369030390738061,0.0,0.0260492040520984,"Hispanic, Black, White, Asian, Non-Hispanic, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.4124457308, 0.2547033285, 0.2026049204, 0.10274963819999999, 0.02170767004, 0.00434153401, 0.0014471780000000001"
Alexandria City,Lyles-Crouch Elementary,0.205,0.0850515463917525,0.0,0.5425,0.0,0.0375,"White, Black, Hispanic, Non-Hispanic, Asian","0.555, 0.2375, 0.12, 0.06, 0.0275"
Alexandria City,Mount Vernon Elementary,0.4831081081081081,0.4516129032258064,0.0,0.5011261261261262,0.0,0.0078828828828828,"Hispanic, White, Non-Hispanic, Black, Asian","0.5698198198, 0.34909909910000003, 0.03828828829, 0.03153153153, 0.011261261259999999"
Alexandria City,Naomi L. Brooks Elementary,0.2852941176470588,0.0805970149253731,0.0,0.5647058823529412,0.0,0.0176470588235294,"White, Black, Hispanic, Non-Hispanic, Asian, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.5852941176, 0.2617647059, 0.07941176471, 0.047058823529999995, 0.01764705882, 0.005882352939999999, 0.0029411764699999996"
Alexandria City,Patrick Henry K-8 School,0.7154017857142857,0.4356687898089172,0.0,0.4933035714285714,0.0,0.0011160714285714,"Black, Hispanic, White, Asian, Non-Hispanic, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.4151785714, 0.28125, 0.140625, 0.08816964286, 0.05803571429, 0.015625, 0.00111607143"
Alexandria City,Samuel W. Tucker Elementary,0.4487004103967168,0.4190620272314674,0.0,0.5253077975376197,0.0,0.0246238030095759,"Black, White, Hispanic, Asian, Non-Hispanic, American Indian or Alaska Native","0.3433652531, 0.27222982219999997, 0.2065663475, 0.12038303689999999, 0.056087551299999996, 0.00136798906"
Alexandria City,William Ramsay Elementary,0.7357859531772575,0.6631016042780749,0.0,0.5451505016722408,0.0,0.0083612040133779,"Hispanic, Black, Asian, White, Non-Hispanic, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.5602006689, 0.2441471572, 0.09698996656, 0.06856187291, 0.021739130430000003, 0.006688963209999999, 0.0016722408"
Alleghany County,Alleghany High,0.3762886597938144,0.0,0.0051546391752577,0.5756013745704467,0.0,0.0,"White, Black, Non-Hispanic, Hispanic, Asian, American Indian or Alaska Native","0.8848797251, 0.04810996564, 0.03264604811, 0.0206185567, 0.01030927835, 0.00343642612"
Alleghany County,Callaghan Elementary,0.4513618677042801,0.0,0.0,0.4785992217898833,0.0,0.0038910505836575,"White, Non-Hispanic, Black","0.9571984436, 0.03501945525, 0.00778210117"
Alleghany County,Clifton Middle,0.4209245742092457,0.0,0.0024330900243309,0.4963503649635036,0.0,0.0048661800486618,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native","0.8759124088, 0.05109489051, 0.04622871046, 0.02433090024, 0.00243309002"
Alleghany County,Mountain View Elementary,0.502127659574468,0.0,0.0063829787234042,0.5468085106382978,0.0,0.002127659574468,"White, Non-Hispanic, Black, Hispanic, Asian","0.7936170213, 0.1, 0.06595744681, 0.029787234040000003, 0.01063829787"
Alleghany County,Sharon Elementary,0.4031413612565445,0.0,0.0,0.5235602094240838,0.0,0.0052356020942408,"White, Non-Hispanic, Black, Hispanic, Asian","0.8952879581000001, 0.06282722513, 0.020942408380000003, 0.01570680628, 0.00523560209"
Amelia County,Amelia County Elementary,0.5168690958164642,0.039348710990502,0.0067476383265856,0.5425101214574899,0.0,0.0107962213225371,"White, Black, Non-Hispanic, Hispanic","0.6801619433, 0.1578947368, 0.08502024291, 0.07692307692"
Amelia County,Amelia County High,0.4077079107505071,0.0,0.0040567951318458,0.486815415821501,0.0,0.0365111561866125,"White, Black, Non-Hispanic, Hispanic","0.6572008114000001, 0.21501014200000002, 0.06693711967999999, 0.06085192698"
Amelia County,Amelia County Middle,0.516209476309227,0.0353535353535353,0.0049875311720698,0.4887780548628428,0.0,0.0249376558603491,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native","0.6658354115, 0.1770573566, 0.08728179551, 0.06733167082, 0.00249376559"
Amherst County,Amelon Elementary,0.5184331797235023,0.0,0.0092165898617511,0.5668202764976958,0.0,0.0046082949308755,"White, Black, Non-Hispanic, Hispanic, Asian, Native Hawaiian  or Pacific Islander, American Indian or Alaska Native","0.6129032258, 0.23963133639999998, 0.08986175115, 0.02534562212, 0.01612903226, 0.01152073733, 0.0046082949299999995"
Amherst County,Amherst County High,0.5373870172555464,,1.0,0.5110928512736237,,1.0,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native, Asian, Native Hawaiian  or Pacific Islander","0.6803615447999999, 0.162695152, 0.107641742, 0.03861955629, 0.00821692687, 0.00164338537, 0.00082169269"
Amherst County,Amherst Elementary,0.4506437768240343,0.0,0.0085836909871244,0.5107296137339056,0.0,0.0128755364806866,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native, Asian, Native Hawaiian  or Pacific Islander","0.652360515, 0.1630901288, 0.08154506438, 0.07725321888, 0.01287553648, 0.00858369099, 0.0042918454900000005"
Amherst County,Amherst Middle,0.5582010582010583,0.0,0.0026455026455026,0.455026455026455,0.0,0.0211640211640211,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native, Asian","0.7248677249000001, 0.1613756614, 0.07671957672, 0.0291005291, 0.00529100529, 0.00264550265"
Amherst County,Central Elementary,0.7168674698795181,0.0,0.0090361445783132,0.5602409638554217,0.0,0.003012048192771,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native, Asian","0.6234939759, 0.1656626506, 0.1204819277, 0.06927710843, 0.01506024096, 0.00602409639"
